handle,name,url,category,kind,languages,why,source_urls,source_methods,source_checked_at,notes
deepseek_ai,DeepSeek,https://x.com/deepseek_ai,labs,organization,en,モデルと研究の進展に関する公式発表。,https://play.google.com/store/apps/details?hl=en_US&id=com.deepseek.chat,owner-link,2026-09-13,
demishassabis,Demis Hassabis,https://x.com/demishassabis,research,person,en,汎用人工知能、科学的発見、研究の進展。,https://x.com/demishassabis/with_replies?lang=en,x-index,2026-09-13,
Dorialexander,Alexander Doria,https://x.com/Dorialexander,creative,person,en,生成モデル、AIによる創作、技術動向への見解。,https://x.com/Dorialexander/status/2043748441021407320,x-index,2026-09-13,
dotey,宝玉,https://x.com/dotey,chinese,person,zh,中国語によるAI技術解説、プログラミングの実践、資料の翻訳。,https://x.com/dotey/status/2034299374172319875,x-index,2026-09-13,
drfeifei,Fei-Fei Li,https://x.com/drfeifei,research,person,en,コンピュータビジョン、空間知能、人間中心のAI。,https://www-cs.stanford.edu/groups/vision/people.html,owner-link,2026-09-13,
DrJimFan,Jim Fan,https://x.com/DrJimFan,robotics,person,en,身体性AI、ロボット学習、シミュレーションの研究。,https://x.com/DrJimFan/status/1762888644933902681,x-index,2026-09-13,
eladgil,Elad Gil,https://x.com/eladgil,founders,person,en,AIスタートアップ、企業向けアプリケーション、技術業界への見解。,https://x.com/eladgil/status/1828992767336558993,x-index,2026-09-13,
ElevenLabs,ElevenLabs,https://x.com/ElevenLabs,creative,organization,en,音声合成、音響生成、音声エージェントの情報。,https://x.com/ElevenLabs/with_replies,x-index,2026-09-13,
emollick,Ethan Mollick,https://x.com/emollick,media,person,en,生成AIの活用実験と仕事・教育への見解。,https://x.com/emollick/status/1836488274333884490,x-index,2026-09-13,
eugeneyan,Eugene Yan,https://x.com/eugeneyan,agents,person,en,推薦システム、LLMアプリケーション、本番システムの開発経験。,https://eugeneyan.com/,owner-link,2026-09-13,
fchollet,François Chollet,https://x.com/fchollet,research,person,en,深層学習、知能の評価、汎化能力に関する議論。,https://x.com/fchollet/status/2036551534549643444,x-index,2026-09-13,
fofrAI,fofr,https://x.com/fofrAI,creative,person,en,画像・動画生成モデルの実践とオープンソースの実験。,https://linktr.ee/fofrai,owner-link,2026-09-13,
Francis_YAO_,Yao Fu,https://x.com/Francis_YAO_,llm,person,en,言語モデルの学習、推論、研究分析。,https://yaofu.notion.site/,owner-link,2026-09-13,個人ブログのリンクでXのユーザー名を確認しました。GitHubのユーザー名とは異なります。
GaryMarcus,Gary Marcus,https://x.com/GaryMarcus,media,person,en,AIの能力、限界、信頼性に関する批判的分析。,https://x.com/GaryMarcus/status/1684415274500644867,x-index,2026-09-13,
geoffreyhinton,Geoffrey Hinton,https://x.com/geoffreyhinton,research,person,en,深層学習の基礎、モデルの能力、AIのリスクに関する議論。,https://x.com/geoffreyhinton/with_replies,x-index,2026-09-13,
ggerganov,Georgi Gerganov,https://x.com/ggerganov,infra,person,en,ローカル推論、量子化、軽量なモデル実行環境。,https://x.com/ggerganov/status/1952978670328660152,x-index,2026-09-13,
goodfellow_ian,Ian Goodfellow,https://x.com/goodfellow_ian,research,person,en,深層学習、生成モデル、機械学習の研究。,https://x.com/goodfellow_ian/status/1554836790736916480,x-index,2026-09-13,
GoogleAI,Google AI,https://x.com/GoogleAI,labs,organization,en,AI研究、ツール、製品の公式情報。,https://x.com/GoogleAI/status/1858961530009657760,x-index,2026-09-13,
GoogleDeepMind,Google DeepMind,https://x.com/GoogleDeepMind,robotics,organization,en,マルチモーダルモデル、ロボット、AI研究の進展。,https://x.com/GoogleDeepMind/status/2014352832099487989,x-index,2026-09-13,
Gorden_Sun,Gorden Sun,https://x.com/Gorden_Sun,chinese,person,zh,中国語によるAIモデル、製品、ツールの情報整理。,https://x.com/Gorden_Sun/with_replies?lang=fr,x-index,2026-09-13,
HamelHusain,Hamel Husain,https://x.com/HamelHusain,agents,person,en,LLM評価、エラー分析、アプリケーション開発の実践。,https://x.com/HamelHusain/status/2027886222161678845,x-index,2026-09-13,
hausman_k,Karol Hausman,https://x.com/hausman_k,robotics,person,en,ロボット基盤モデルと汎用ロボット学習。,https://karolhausman.github.io/,owner-link,2026-09-13,
huggingface,Hugging Face,https://x.com/huggingface,infra,organization,en,モデル、データセット、オープンソースライブラリ、コミュニティのプロジェクト。,https://x.com/huggingface/with_replies,x-index,2026-09-13,
hwchase17,Harrison Chase,https://x.com/hwchase17,agents,person,en,エージェントのオーケストレーション、ツール呼び出し、LangChainの動向。,https://x.com/hwchase17/status/2026313732947943877,x-index,2026-09-13,
ilyasut,Ilya Sutskever,https://x.com/ilyasut,research,person,en,深層学習研究とモデルの能力についての本人の見解。,https://x.com/ilyasut/with_replies,x-index,2026-09-13,
JayAlammar,Jay Alammar,https://x.com/JayAlammar,llm,person,en,Transformer、埋め込み、言語モデルを図解で解説。,https://jalammar.github.io/,owner-link,2026-09-13,
jerryjliu0,Jerry Liu,https://x.com/jerryjliu0,agents,person,en,データ検索、ナレッジベース、LlamaIndexの動向。,https://x.com/jerryjliu0/status/2041211035160600862,x-index,2026-09-13,
jxnlco,Jason Liu,https://x.com/jxnlco,agents,person,en,構造化抽出、LLMワークフロー、評価の実践。,https://x.com/jxnlco/status/2037968924499992786,x-index,2026-09-13,
karpathy,Andrej Karpathy,https://x.com/karpathy,research,person,en,ニューラルネットワークの原理、モデル学習、AIを使ったプログラミングの詳しい解説。,https://x.com/karpathy/with_replies,x-index,2026-09-13,
LangChainAI,LangChain,https://x.com/LangChainAI,infra,organization,en,エージェントフレームワーク、ツール連携、開発チュートリアル。,https://x.com/LangChainAI/status/1873041238087352629,x-index,2026-09-13,
LatentSpacePod,Latent Space,https://x.com/LatentSpacePod,media,media,en,AIエンジニアへのインタビュー、技術議論、コミュニティのコンテンツ。,https://x.com/latentspacepod/status/2036174018747965657,x-index,2026-09-13,
leerob,Lee Robinson,https://x.com/leerob,coding,person,en,Webエンジニアリング、AI開発ツール、実践的なチュートリアル。,https://x.com/leerob/with_replies;https://x.com/leeerob/with_replies,x-index;owner-link,2026-09-13;2026-09-13,旧アカウント@leeerobのプロフィールに、@leerobへの移行案内があります。
levelsio,Pieter Levels,https://x.com/levelsio,founders,person,en,個人開発、AI製品の構築と運営の実践。,https://levels.io/i-dont-write-code-anymore,owner-link,2026-09-13,
lexfridman,Lex Fridman,https://x.com/lexfridman,media,person,en,技術研究者へのインタビューと長時間の技術対談。,https://x.com/lexfridman/status/1854239565935972380,x-index,2026-09-13,
lijigang,李继刚,https://x.com/lijigang,chinese,person,zh,プロンプト設計、言語表現、AIとの対話の探究。,https://x.com/lijigang/status/1899302493852705043,x-index,2026-09-13,
llama_index,LlamaIndex,https://x.com/llama_index,infra,organization,en,検索拡張、データ接続、エージェントアプリの資料。,https://x.com/llama_index/status/2052056007954837865,x-index,2026-09-13,
mattshumer_,Matt Shumer,https://x.com/mattshumer_,coding,person,en,AIツールの活用、エージェントのワークフロー、製品の実験。,https://x.com/mattshumer_/status/2046284453123879421,x-index,2026-09-13,
MelMitchell1,Melanie Mitchell,https://x.com/MelMitchell1,research,person,en,AIの概念、類推、モデルの能力の限界に関する分析。,https://x.com/MelMitchell1/status/1920564159286071455,x-index,2026-09-13,過去の投稿を根拠としており、最近の投稿頻度は確認していません。
MistralAI,Mistral AI,https://x.com/MistralAI,labs,organization,en,モデル、開発API、デプロイ製品の公式発表。,https://x.com/MistralAI/with_replies,x-index,2026-09-13,
MIT_CSAIL,MIT CSAIL,https://x.com/MIT_CSAIL,labs,organization,en,コンピューターサイエンス、AI、ロボットの研究発表。,https://x.com/MIT_CSAIL/status/1609233205126627330,x-index,2026-09-13,
mntruell,Michael Truell,https://x.com/mntruell,coding,person,en,AIコーディングエディターとソフトウェア開発手法の探究。,https://x.com/mntruell/with_replies,x-index,2026-09-13,
multimodalart,Apolinário Passos,https://x.com/multimodalart,creative,person,en,オープンな生成モデル、創作デモ、コミュニティのプロジェクト。,https://x.com/multimodalart/with_replies,x-index,2026-09-13,
mustafasuleyman,Mustafa Suleyman,https://x.com/mustafasuleyman,founders,person,en,AI製品、ヒューマンコンピューターインタラクション、業界への見解。,https://x.com/mustafasuleyman/with_replies,x-index,2026-09-13,
natolambert,Nathan Lambert,https://x.com/natolambert,llm,person,en,モデルの事後学習、選好学習、オープンモデルの研究。,https://x.com/natolambert/status/1931017013419520063,x-index,2026-09-13,
nutlope,Hassan El Mghari,https://x.com/nutlope,coding,person,en,オープンソースのAIアプリ、Webの実装例、開発チュートリアル。,https://x.com/nutlope/status/2041199444855492790,x-index,2026-09-13,
NVIDIAAI,NVIDIA AI,https://x.com/NVIDIAAI,labs,organization,en,AIコンピューティング、モデルのデプロイ、開発ツール。,https://www.nvidia.com/en-gb/contact/social/,owner-link,2026-09-13,
ollama,Ollama,https://x.com/ollama,infra,organization,en,ローカルモデルの実行ツール、連携例、リリース情報。,https://x.com/ollama/status/2041610283152797818,x-index,2026-09-13,
omarsar0,Elvis Saravia,https://x.com/omarsar0,llm,person,en,プロンプトエンジニアリング、LLM論文、開発者向け学習資料。,https://x.com/omarsar0/status/2029992986113900871,x-index,2026-09-13,
op7418,歸藏,https://x.com/op7418,chinese,person,zh,中国語によるAI画像・動画・デザインのワークフロー紹介。,https://x.com/op7418/status/2034069787719176219?lang=en,x-index,2026-09-13,
OpenAI,OpenAI,https://x.com/OpenAI,labs,organization,en,モデル、開発プラットフォーム、研究の公式発表。,https://x.com/OpenAI/status/2041581000120267067,x-index,2026-09-13,
oran_ge,Orange AI,https://x.com/oran_ge,chinese,person,zh,AI製品、起業、活用シナリオに関する議論。,https://x.com/oran_ge/with_replies,x-index,2026-09-13,
Physical_Int,Physical Intelligence,https://x.com/Physical_Int,robotics,organization,en,ロボット基盤モデルと物体操作タスクの研究情報。,https://x.com/physical_int/with_replies,x-index,2026-09-13,
pika_labs,Pika,https://x.com/pika_labs,creative,organization,en,AI動画制作ツールと公式の活用例。,https://x.com/pika_labs/status/1955007670462853355,x-index,2026-09-13,
rasbt,Sebastian Raschka,https://x.com/rasbt,llm,person,en,コードで学ぶ言語モデルの学習と機械学習の手法。,https://x.com/rasbt/status/1684902178509504512,x-index,2026-09-13,
rauchg,Guillermo Rauch,https://x.com/rauchg,coding,person,en,Web開発、AIアプリのインターフェース、開発プラットフォーム。,https://x.com/rauchg/status/2041883605711122488,x-index,2026-09-13,
replicate,Replicate,https://x.com/replicate,creative,organization,en,モデル実行API、生成AIアプリ、開発例。,https://x.com/replicate/with_replies,x-index,2026-09-13,
runwayml,Runway,https://x.com/runwayml,creative,organization,en,動画生成・編集と創作ツールのリリース情報。,https://x.com/runwayml/status/1978540989925949532,x-index,2026-09-13,
sama,Sam Altman,https://x.com/sama,founders,person,en,AI製品、産業の発展、技術の方向性に関する議論。,https://x.com/sama/with_replies?lang=en,x-index,2026-09-13,
sarah_edo,Sarah Drasner,https://x.com/sarah_edo,coding,person,en,ソフトウェア工学、開発者体験、AI支援開発に関する議論。,https://github.com/sdras,owner-link,2026-09-13,
saranormous,Sarah Guo,https://x.com/saranormous,founders,person,en,AIスタートアップ、製品、業界インタビュー。,https://x.com/saranormous/with_replies,x-index,2026-09-13,
seb_ruder,Sebastian Ruder,https://x.com/seb_ruder,llm,person,en,自然言語処理、多言語モデル、研究文献の紹介。,https://twitter.com/seb_ruder/with_replies?lang=en,x-index,2026-09-13,
SerranoAcademy,Luis Serrano,https://x.com/SerranoAcademy,llm,person,en,直感的な例で学ぶ機械学習と生成AI。,https://linktr.ee/luisgserrano,owner-link,2026-09-13,
sh_reya,Shreya Shankar,https://x.com/sh_reya,agents,person,en,データシステム、LLM評価、人間とAIの協働に関する研究。,https://x.com/sh_reya/status/1889000744982098087,x-index,2026-09-13,
shao__meng,meng shao,https://x.com/shao__meng,chinese,person,zh,LLM論文、開発ツール、AI製品の資料。,https://x.com/shao__meng/status/1931557749877543325,x-index,2026-09-13,
simonw,Simon Willison,https://x.com/simonw,agents,person,en,LLMツールの実測、プロンプトインジェクション、ソフトウェア開発の記録。,https://x.com/simonw/with_replies,x-index,2026-09-13,
srush_nlp,Alexander Rush,https://x.com/srush_nlp,llm,person,en,自然言語処理、モデルの効率化、研究ツール。,https://x.com/srush_nlp/with_replies,x-index,2026-09-13,
StabilityAI,Stability AI,https://x.com/StabilityAI,labs,organization,en,オープンな生成モデル、画像ツール、メディア関連情報。,https://x.com/StabilityAI/with_replies,x-index,2026-09-13,
StanfordHAI,Stanford HAI,https://x.com/StanfordHAI,labs,organization,en,人間中心のAI研究と政策に関する議論。,https://x.com/StanfordHAI/with_replies,x-index,2026-09-13,
steipete,Peter Steinberger,https://x.com/steipete,coding,person,en,コーディングエージェント、開発ツール、実際のプロジェクトでの実践。,https://x.com/steipete/status/2026135884815306950,x-index,2026-09-13,
svlevine,Sergey Levine,https://x.com/svlevine,robotics,person,en,ロボット制御、強化学習、学習するエージェント。,https://x.com/svlevine/status/1665127336033894400,x-index,2026-09-13,
swyx,Shawn Wang,https://x.com/swyx,agents,person,en,AIエンジニアリングの動向、エージェントの実践、開発者インタビュー。,https://swyx.io/,owner-link,2026-09-13,
TechCrunch,TechCrunch,https://x.com/TechCrunch,media,media,en,テクノロジー企業、AI製品、スタートアップのニュース。,https://x.com/TechCrunch/with_replies,x-index,2026-09-13,
Teknium,Teknium,https://x.com/Teknium,infra,person,en,オープンモデル、指示データセット、モデル学習の実践。,https://github.com/teknium1,owner-link,2026-09-13,本人のGitHubプロフィールは@Tekniumにリンクしています。古い資料の@Teknium1は現在の入口として使っていません。
TheSequenceAI,The Sequence,https://x.com/TheSequenceAI,media,media,en,AI研究、モデル、技術トレンドの情報整理。,https://thesequence.substack.com/p/follow-us-on-twitter,owner-link,2026-09-13,
TheTuringPost,Turing Post,https://x.com/TheTuringPost,media,media,en,機械学習研究とAIエンジニアリングを解説するニュースレター。,https://x.com/TheTuringPost/with_replies,x-index,2026-09-13,
Thom_Wolf,Thomas Wolf,https://x.com/Thom_Wolf,infra,person,en,オープンモデル、機械学習ツール、研究コミュニティの動向。,https://x.com/Thom_Wolf/status/2041217780515565676,x-index,2026-09-13,
tibo_maker,Tibo,https://x.com/tibo_maker,founders,person,en,個人で作る製品、AIツール、開発過程の共有。,https://x.com/tibo_maker/status/1953750606738309211,x-index,2026-09-13,
trq212,Thariq Shihipar,https://x.com/trq212,coding,person,en,AIコーディングツール、インタラクション設計、エージェントの活用経験。,https://www.linkedin.com/posts/thariqshihipar_thariq-trq212-on-x-activity-7386548104612757504-ACdH,owner-link,2026-09-13,
vista8,向阳乔木,https://x.com/vista8,chinese,person,zh,AI製品の利用体験、ワークフロー、プログラミングの実践。,https://x.com/vista8/with_replies,x-index,2026-09-13,
vllm_project,vLLM,https://x.com/vllm_project,infra,organization,en,高スループットのモデル配信、推論エンジン、リリース情報。,https://x.com/vllm_project/with_replies,x-index,2026-09-13,
xiaohu,小互,https://x.com/xiaohu,chinese,person,zh,AI動画、創作ツール、テクノロジー製品の活用例。,https://x.com/xiaohu/status/2042224444207480988,x-index,2026-09-13,
ylecun,Yann LeCun,https://x.com/ylecun,research,person,en,表現学習、世界モデル、AI研究の方向性に関する議論。,https://x.com/ylecun/status/2042347532043395226;https://yann.lecun.org/,x-index;owner-link,2026-09-13;2026-09-13,本人のサイトによると、Xでの独自投稿を減らし、主にリンクや再投稿を共有しています。個人サイトも参照できます。
