handle,name,url,category,kind,languages,why,source_urls,source_methods,source_checked_at,notes
chipro,Chip Huyen,https://x.com/chipro,agents,person,en,"AI 시스템 설계, 평가, 모델 응용 엔지니어링을 다룹니다.",https://x.com/chipro/status/1186651526338465792,x-index,2026-09-13,
cohere,Cohere,https://x.com/cohere,labs,organization,en,"기업용 언어 모델, 검색, 응용 기술 자료를 제공합니다.",https://mobile.x.com/cohere/affiliates,x-index,2026-09-13,
DeepLearningAI,DeepLearning.AI,https://x.com/DeepLearningAI,media,organization,en,"머신러닝 강의, AI 교육, 기술 소식을 제공합니다.",https://x.com/DeepLearningAI/status/2023472681442509285,x-index,2026-09-13,"최근 X 페이지는 @DeepLearningAI를 사용하며, 과거 자료에는 끝에 밑줄이 붙어 있습니다."
deepseek_ai,DeepSeek,https://x.com/deepseek_ai,labs,organization,en,모델과 연구 성과의 공식 발표를 제공합니다.,https://play.google.com/store/apps/details?hl=en_US&id=com.deepseek.chat,owner-link,2026-09-13,
demishassabis,Demis Hassabis,https://x.com/demishassabis,research,person,en,"범용 인공지능, 과학적 발견, 연구 성과를 다룹니다.",https://x.com/demishassabis/with_replies?lang=en,x-index,2026-09-13,
Dorialexander,Alexander Doria,https://x.com/Dorialexander,creative,person,en,"생성 모델, AI 창작, 기술에 대한 관점을 공유합니다.",https://x.com/Dorialexander/status/2043748441021407320,x-index,2026-09-13,
dotey,宝玉,https://x.com/dotey,chinese,person,zh,"중국어로 AI 기술 해설, 프로그래밍 실무, 자료 번역을 공유합니다.",https://x.com/dotey/status/2034299374172319875,x-index,2026-09-13,
drfeifei,Fei-Fei Li,https://x.com/drfeifei,research,person,en,"컴퓨터 비전, 공간 지능, 인간 중심 AI를 다룹니다.",https://www-cs.stanford.edu/groups/vision/people.html,owner-link,2026-09-13,
DrJimFan,Jim Fan,https://x.com/DrJimFan,robotics,person,en,"체화 AI, 로봇 학습, 시뮬레이션 연구를 다룹니다.",https://x.com/DrJimFan/status/1762888644933902681,x-index,2026-09-13,
eladgil,Elad Gil,https://x.com/eladgil,founders,person,en,"AI 스타트업, 기업용 애플리케이션, 기술 산업 동향을 다룹니다.",https://x.com/eladgil/status/1828992767336558993,x-index,2026-09-13,
ElevenLabs,ElevenLabs,https://x.com/ElevenLabs,creative,organization,en,"음성 합성, 오디오 생성, 음성 에이전트 소식을 전합니다.",https://x.com/ElevenLabs/with_replies,x-index,2026-09-13,
emollick,Ethan Mollick,https://x.com/emollick,media,person,en,생성형 AI 활용 실험과 업무·교육에 대한 관점을 공유합니다.,https://x.com/emollick/status/1836488274333884490,x-index,2026-09-13,
eugeneyan,Eugene Yan,https://x.com/eugeneyan,agents,person,en,"추천 시스템, LLM 애플리케이션, 운영 시스템의 개발 경험을 공유합니다.",https://eugeneyan.com/,owner-link,2026-09-13,
fchollet,François Chollet,https://x.com/fchollet,research,person,en,"딥러닝, 지능 평가, 일반화 능력을 논의합니다.",https://x.com/fchollet/status/2036551534549643444,x-index,2026-09-13,
fofrAI,fofr,https://x.com/fofrAI,creative,person,en,이미지·영상 생성 모델 실습과 오픈 소스 실험을 공유합니다.,https://linktr.ee/fofrai,owner-link,2026-09-13,
Francis_YAO_,Yao Fu,https://x.com/Francis_YAO_,llm,person,en,"언어 모델 학습, 추론, 연구 분석을 다룹니다.",https://yaofu.notion.site/,owner-link,2026-09-13,"개인 블로그의 링크로 X 사용자명을 확인했으며, GitHub 사용자명과 다릅니다."
GaryMarcus,Gary Marcus,https://x.com/GaryMarcus,media,person,en,"AI 능력, 한계, 신뢰성을 비판적으로 분석합니다.",https://x.com/GaryMarcus/status/1684415274500644867,x-index,2026-09-13,
geoffreyhinton,Geoffrey Hinton,https://x.com/geoffreyhinton,research,person,en,"딥러닝의 기초, 모델의 능력, AI 위험을 다룹니다.",https://x.com/geoffreyhinton/with_replies,x-index,2026-09-13,
ggerganov,Georgi Gerganov,https://x.com/ggerganov,infra,person,en,"로컬 추론, 양자화, 경량 모델 런타임을 다룹니다.",https://x.com/ggerganov/status/1952978670328660152,x-index,2026-09-13,
goodfellow_ian,Ian Goodfellow,https://x.com/goodfellow_ian,research,person,en,"딥러닝, 생성 모델, 머신러닝 연구를 다룹니다.",https://x.com/goodfellow_ian/status/1554836790736916480,x-index,2026-09-13,
GoogleAI,Google AI,https://x.com/GoogleAI,labs,organization,en,"AI 연구, 도구, 제품의 공식 소식을 전합니다.",https://x.com/GoogleAI/status/1858961530009657760,x-index,2026-09-13,
GoogleDeepMind,Google DeepMind,https://x.com/GoogleDeepMind,robotics,organization,en,"멀티모달 모델, 로봇, AI 연구 성과를 소개합니다.",https://x.com/GoogleDeepMind/status/2014352832099487989,x-index,2026-09-13,
Gorden_Sun,Gorden Sun,https://x.com/Gorden_Sun,chinese,person,zh,"중국어로 AI 모델, 제품, 도구 소식을 정리합니다.",https://x.com/Gorden_Sun/with_replies?lang=fr,x-index,2026-09-13,
HamelHusain,Hamel Husain,https://x.com/HamelHusain,agents,person,en,"LLM 평가, 오류 분석, 애플리케이션 개발 실무를 다룹니다.",https://x.com/HamelHusain/status/2027886222161678845,x-index,2026-09-13,
hausman_k,Karol Hausman,https://x.com/hausman_k,robotics,person,en,로봇 파운데이션 모델과 범용 로봇 학습을 다룹니다.,https://karolhausman.github.io/,owner-link,2026-09-13,
huggingface,Hugging Face,https://x.com/huggingface,infra,organization,en,"모델, 데이터셋, 오픈 소스 라이브러리, 커뮤니티 프로젝트를 소개합니다.",https://x.com/huggingface/with_replies,x-index,2026-09-13,
hwchase17,Harrison Chase,https://x.com/hwchase17,agents,person,en,"에이전트 오케스트레이션, 도구 호출, LangChain 생태계를 다룹니다.",https://x.com/hwchase17/status/2026313732947943877,x-index,2026-09-13,
ilyasut,Ilya Sutskever,https://x.com/ilyasut,research,person,en,딥러닝 연구와 모델 능력에 관한 직접적인 견해를 공유합니다.,https://x.com/ilyasut/with_replies,x-index,2026-09-13,
JayAlammar,Jay Alammar,https://x.com/JayAlammar,llm,person,en,"Transformer, 임베딩, 언어 모델을 시각적으로 설명합니다.",https://jalammar.github.io/,owner-link,2026-09-13,
jerryjliu0,Jerry Liu,https://x.com/jerryjliu0,agents,person,en,"데이터 검색, 지식 베이스, LlamaIndex 생태계를 다룹니다.",https://x.com/jerryjliu0/status/2041211035160600862,x-index,2026-09-13,
jxnlco,Jason Liu,https://x.com/jxnlco,agents,person,en,"구조화된 정보 추출, LLM 워크플로, 평가 실무를 다룹니다.",https://x.com/jxnlco/status/2037968924499992786,x-index,2026-09-13,
karpathy,Andrej Karpathy,https://x.com/karpathy,research,person,en,"신경망 원리, 모델 학습, AI 활용 프로그래밍을 자세히 설명합니다.",https://x.com/karpathy/with_replies,x-index,2026-09-13,
LangChainAI,LangChain,https://x.com/LangChainAI,infra,organization,en,"에이전트 프레임워크, 도구 통합, 엔지니어링 튜토리얼을 제공합니다.",https://x.com/LangChainAI/status/1873041238087352629,x-index,2026-09-13,
LatentSpacePod,Latent Space,https://x.com/LatentSpacePod,media,media,en,"AI 엔지니어 인터뷰, 기술 토론, 커뮤니티 콘텐츠를 제공합니다.",https://x.com/latentspacepod/status/2036174018747965657,x-index,2026-09-13,
leerob,Lee Robinson,https://x.com/leerob,coding,person,en,"웹 엔지니어링, AI 개발 도구, 실용적인 튜토리얼을 공유합니다.",https://x.com/leerob/with_replies;https://x.com/leeerob/with_replies,x-index;owner-link,2026-09-13;2026-09-13,이전 @leeerob 프로필에 @leerob으로 이전했다는 안내가 있습니다.
levelsio,Pieter Levels,https://x.com/levelsio,founders,person,en,"인디 개발, AI 제품 구축, 운영 경험을 공유합니다.",https://levels.io/i-dont-write-code-anymore,owner-link,2026-09-13,
lexfridman,Lex Fridman,https://x.com/lexfridman,media,person,en,기술 연구자 인터뷰와 긴 형식의 기술 대화를 제공합니다.,https://x.com/lexfridman/status/1854239565935972380,x-index,2026-09-13,
lijigang,李继刚,https://x.com/lijigang,chinese,person,zh,"프롬프트 설계, 언어 표현, AI 상호작용을 탐구합니다.",https://x.com/lijigang/status/1899302493852705043,x-index,2026-09-13,
llama_index,LlamaIndex,https://x.com/llama_index,infra,organization,en,"검색 증강, 데이터 연결, 에이전트 애플리케이션 자료를 제공합니다.",https://x.com/llama_index/status/2052056007954837865,x-index,2026-09-13,
mattshumer_,Matt Shumer,https://x.com/mattshumer_,coding,person,en,"AI 도구 활용, 에이전트 워크플로, 제품 실험을 공유합니다.",https://x.com/mattshumer_/status/2046284453123879421,x-index,2026-09-13,
MelMitchell1,Melanie Mitchell,https://x.com/MelMitchell1,research,person,en,"AI 개념, 유추 추론, 모델 능력의 한계를 분석합니다.",https://x.com/MelMitchell1/status/1920564159286071455,x-index,2026-09-13,"과거 게시물을 근거로 확인했으며, 최근 게시 빈도는 확인하지 않았습니다."
MistralAI,Mistral AI,https://x.com/MistralAI,labs,organization,en,"모델, 개발 API, 배포 제품의 공식 발표를 제공합니다.",https://x.com/MistralAI/with_replies,x-index,2026-09-13,
MIT_CSAIL,MIT CSAIL,https://x.com/MIT_CSAIL,labs,organization,en,"컴퓨터 과학, AI, 로봇 연구 소식을 전합니다.",https://x.com/MIT_CSAIL/status/1609233205126627330,x-index,2026-09-13,
mntruell,Michael Truell,https://x.com/mntruell,coding,person,en,AI 코딩 편집기와 새로운 소프트웨어 개발 방식을 탐구합니다.,https://x.com/mntruell/with_replies,x-index,2026-09-13,
multimodalart,Apolinário Passos,https://x.com/multimodalart,creative,person,en,"공개 생성 모델, 창의적인 데모, 커뮤니티 프로젝트를 소개합니다.",https://x.com/multimodalart/with_replies,x-index,2026-09-13,
mustafasuleyman,Mustafa Suleyman,https://x.com/mustafasuleyman,founders,person,en,"AI 제품, 인간과 컴퓨터의 상호작용, 산업 동향을 다룹니다.",https://x.com/mustafasuleyman/with_replies,x-index,2026-09-13,
natolambert,Nathan Lambert,https://x.com/natolambert,llm,person,en,"모델 후속 학습, 선호도 학습, 공개 모델 연구를 다룹니다.",https://x.com/natolambert/status/1931017013419520063,x-index,2026-09-13,
nutlope,Hassan El Mghari,https://x.com/nutlope,coding,person,en,"오픈 소스 AI 애플리케이션, 웹 예제, 개발 튜토리얼을 소개합니다.",https://x.com/nutlope/status/2041199444855492790,x-index,2026-09-13,
NVIDIAAI,NVIDIA AI,https://x.com/NVIDIAAI,labs,organization,en,"AI 컴퓨팅, 모델 배포, 개발 도구를 다룹니다.",https://www.nvidia.com/en-gb/contact/social/,owner-link,2026-09-13,
ollama,Ollama,https://x.com/ollama,infra,organization,en,"로컬 모델 실행 도구, 통합 예제, 출시 정보를 제공합니다.",https://x.com/ollama/status/2041610283152797818,x-index,2026-09-13,
omarsar0,Elvis Saravia,https://x.com/omarsar0,llm,person,en,"프롬프트 엔지니어링, LLM 논문, 개발 학습 자료를 소개합니다.",https://x.com/omarsar0/status/2029992986113900871,x-index,2026-09-13,
op7418,歸藏,https://x.com/op7418,chinese,person,zh,중국어로 AI 이미지·영상·디자인 워크플로를 소개합니다.,https://x.com/op7418/status/2034069787719176219?lang=en,x-index,2026-09-13,
OpenAI,OpenAI,https://x.com/OpenAI,labs,organization,en,"모델, 개발 플랫폼, 연구의 공식 발표를 제공합니다.",https://x.com/OpenAI/status/2041581000120267067,x-index,2026-09-13,
oran_ge,Orange AI,https://x.com/oran_ge,chinese,person,zh,"AI 제품, 스타트업, 활용 시나리오를 논의합니다.",https://x.com/oran_ge/with_replies,x-index,2026-09-13,
Physical_Int,Physical Intelligence,https://x.com/Physical_Int,robotics,organization,en,로봇 파운데이션 모델과 조작 과제 연구 소식을 전합니다.,https://x.com/physical_int/with_replies,x-index,2026-09-13,
pika_labs,Pika,https://x.com/pika_labs,creative,organization,en,AI 영상 제작 도구와 공식 활용 사례를 소개합니다.,https://x.com/pika_labs/status/1955007670462853355,x-index,2026-09-13,
rasbt,Sebastian Raschka,https://x.com/rasbt,llm,person,en,코드로 언어 모델 학습과 머신러닝 방법을 설명합니다.,https://x.com/rasbt/status/1684902178509504512,x-index,2026-09-13,
rauchg,Guillermo Rauch,https://x.com/rauchg,coding,person,en,"웹 개발, AI 애플리케이션 인터페이스, 개발 플랫폼을 다룹니다.",https://x.com/rauchg/status/2041883605711122488,x-index,2026-09-13,
replicate,Replicate,https://x.com/replicate,creative,organization,en,"모델 실행 API, 생성형 애플리케이션, 개발 예제를 제공합니다.",https://x.com/replicate/with_replies,x-index,2026-09-13,
runwayml,Runway,https://x.com/runwayml,creative,organization,en,영상 생성·편집과 창작 도구의 출시 소식을 제공합니다.,https://x.com/runwayml/status/1978540989925949532,x-index,2026-09-13,
sama,Sam Altman,https://x.com/sama,founders,person,en,"AI 제품, 산업 발전, 기술 방향을 논의합니다.",https://x.com/sama/with_replies?lang=en,x-index,2026-09-13,
sarah_edo,Sarah Drasner,https://x.com/sarah_edo,coding,person,en,"소프트웨어 엔지니어링, 개발자 경험, AI 보조 개발을 논의합니다.",https://github.com/sdras,owner-link,2026-09-13,
saranormous,Sarah Guo,https://x.com/saranormous,founders,person,en,"AI 스타트업, 제품, 산업 인터뷰를 다룹니다.",https://x.com/saranormous/with_replies,x-index,2026-09-13,
seb_ruder,Sebastian Ruder,https://x.com/seb_ruder,llm,person,en,"자연어 처리, 다국어 모델, 연구 자료를 소개합니다.",https://twitter.com/seb_ruder/with_replies?lang=en,x-index,2026-09-13,
SerranoAcademy,Luis Serrano,https://x.com/SerranoAcademy,llm,person,en,직관적인 예시로 머신러닝과 생성형 AI를 설명합니다.,https://linktr.ee/luisgserrano,owner-link,2026-09-13,
sh_reya,Shreya Shankar,https://x.com/sh_reya,agents,person,en,"데이터 시스템, LLM 평가, 인간과 AI의 협업을 연구합니다.",https://x.com/sh_reya/status/1889000744982098087,x-index,2026-09-13,
shao__meng,meng shao,https://x.com/shao__meng,chinese,person,zh,"LLM 논문, 개발 도구, AI 제품 자료를 소개합니다.",https://x.com/shao__meng/status/1931557749877543325,x-index,2026-09-13,
simonw,Simon Willison,https://x.com/simonw,agents,person,en,"LLM 도구 실험, 프롬프트 인젝션, 소프트웨어 개발 기록을 공유합니다.",https://x.com/simonw/with_replies,x-index,2026-09-13,
srush_nlp,Alexander Rush,https://x.com/srush_nlp,llm,person,en,"자연어 처리, 모델 효율성, 연구 도구를 다룹니다.",https://x.com/srush_nlp/with_replies,x-index,2026-09-13,
StabilityAI,Stability AI,https://x.com/StabilityAI,labs,organization,en,"공개 생성 모델, 이미지 도구, 미디어 관련 소식을 전합니다.",https://x.com/StabilityAI/with_replies,x-index,2026-09-13,
StanfordHAI,Stanford HAI,https://x.com/StanfordHAI,labs,organization,en,인간 중심 AI 연구와 정책 논의를 다룹니다.,https://x.com/StanfordHAI/with_replies,x-index,2026-09-13,
steipete,Peter Steinberger,https://x.com/steipete,coding,person,en,"코딩 에이전트, 개발 도구, 실제 프로젝트의 작업 방식을 공유합니다.",https://x.com/steipete/status/2026135884815306950,x-index,2026-09-13,
svlevine,Sergey Levine,https://x.com/svlevine,robotics,person,en,"로봇 제어, 강화학습, 학습형 에이전트를 다룹니다.",https://x.com/svlevine/status/1665127336033894400,x-index,2026-09-13,
swyx,Shawn Wang,https://x.com/swyx,agents,person,en,"AI 엔지니어링 생태계, 에이전트 실무, 개발자 인터뷰를 다룹니다.",https://swyx.io/,owner-link,2026-09-13,
TechCrunch,TechCrunch,https://x.com/TechCrunch,media,media,en,"기술 기업, AI 제품, 스타트업 뉴스를 전합니다.",https://x.com/TechCrunch/with_replies,x-index,2026-09-13,
Teknium,Teknium,https://x.com/Teknium,infra,person,en,"공개 모델, 지시 데이터, 모델 학습 실무를 다룹니다.",https://github.com/teknium1,owner-link,2026-09-13,개인 GitHub 프로필은 @Teknium을 가리킵니다. 과거 자료의 @Teknium1은 현재 링크로 사용하지 않습니다.
TheSequenceAI,The Sequence,https://x.com/TheSequenceAI,media,media,en,"AI 연구, 모델, 기술 동향을 정리합니다.",https://thesequence.substack.com/p/follow-us-on-twitter,owner-link,2026-09-13,
TheTuringPost,Turing Post,https://x.com/TheTuringPost,media,media,en,머신러닝 연구와 AI 엔지니어링을 해설하는 뉴스레터입니다.,https://x.com/TheTuringPost/with_replies,x-index,2026-09-13,
Thom_Wolf,Thomas Wolf,https://x.com/Thom_Wolf,infra,person,en,"공개 모델, 머신러닝 도구, 연구 생태계를 다룹니다.",https://x.com/Thom_Wolf/status/2041217780515565676,x-index,2026-09-13,
tibo_maker,Tibo,https://x.com/tibo_maker,founders,person,en,"인디 제품, AI 도구, 개발 과정을 공유합니다.",https://x.com/tibo_maker/status/1953750606738309211,x-index,2026-09-13,
trq212,Thariq Shihipar,https://x.com/trq212,coding,person,en,"AI 코딩 도구, 인터랙션 디자인, 에이전트 활용 경험을 다룹니다.",https://www.linkedin.com/posts/thariqshihipar_thariq-trq212-on-x-activity-7386548104612757504-ACdH,owner-link,2026-09-13,
vista8,向阳乔木,https://x.com/vista8,chinese,person,zh,"AI 제품 사용 경험, 워크플로, 프로그래밍 실무를 공유합니다.",https://x.com/vista8/with_replies,x-index,2026-09-13,
vllm_project,vLLM,https://x.com/vllm_project,infra,organization,en,"고처리량 모델 서빙, 추론 엔진, 버전 소식을 제공합니다.",https://x.com/vllm_project/with_replies,x-index,2026-09-13,
xiaohu,小互,https://x.com/xiaohu,chinese,person,zh,"AI 영상, 창작 도구, 기술 제품 사례를 소개합니다.",https://x.com/xiaohu/status/2042224444207480988,x-index,2026-09-13,
ylecun,Yann LeCun,https://x.com/ylecun,research,person,en,"표현 학습, 월드 모델, AI 연구 방향을 논의합니다.",https://x.com/ylecun/status/2042347532043395226;https://yann.lecun.org/,x-index;owner-link,2026-09-13;2026-09-13,개인 웹사이트에 따르면 X의 직접 작성 글은 줄이고 주로 링크나 재게시를 공유합니다. 개인 웹사이트도 참고할 수 있습니다.
